date,nee_gcm2,nee_source,nee_qc,nep_mg_ha,obs_mask
2012-03-15,-4.927435490333333,NEE_PI_F,,0.04927435490333333,True
2012-03-16,-3.276800471770833,NEE_PI_F,,0.03276800471770833,True
2012-03-17,-2.9748255404375,NEE_PI_F,,0.029748255404375,True
2012-03-18,-2.92227157625,NEE_PI_F,,0.0292227157625,True
2012-03-19,-2.3967101159583333,NEE_PI_F,,0.023967101159583334,True
2012-03-20,-1.5388627147291667,NEE_PI_F,,0.015388627147291667,True
2012-03-21,-1.7379449835416665,NEE_PI_F,,0.017379449835416665,True
2012-03-22,-1.6603200337708337,NEE_PI_F,,0.016603200337708336,True
2012-03-23,-4.49885009525,NEE_PI_F,,0.044988500952499996,True
2012-03-24,-2.9524871206041667,NEE_PI_F,,0.029524871206041668,True
2012-03-25,-4.736693361395833,NEE_PI_F,,0.04736693361395833,True
2012-03-26,-3.2144972976666666,NEE_PI_F,,0.032144972976666665,True
2012-03-27,-4.2828014195833335,NEE_PI_F,,0.04282801419583333,True
2012-03-28,-4.113836072729167,NEE_PI_F,,0.04113836072729167,True
2012-03-29,-2.872473438375,NEE_PI_F,,0.028724734383750002,True
2012-03-30,-5.516867643395834,NEE_PI_F,,0.05516867643395834,True
2012-03-31,-5.411921526270834,NEE_PI_F,,0.05411921526270833,True
2012-04-01,-0.4379047624166668,NEE_PI_F,,0.0043790476241666685,True
2012-04-02,-2.658730122416667,NEE_PI_F,,0.02658730122416667,True
2012-04-03,-2.1141613035625,NEE_PI_F,,0.021141613035625003,True
2012-04-04,-2.1064791681250004,NEE_PI_F,,0.021064791681250004,True
2012-04-05,-1.4311793332708336,NEE_PI_F,,0.014311793332708336,True
2012-04-06,-2.485992936,NEE_PI_F,,0.02485992936,True
2012-04-07,-1.633945105625,NEE_PI_F,,0.01633945105625,True
2012-04-08,-1.678071105958333,NEE_PI_F,,0.01678071105958333,True
2012-04-09,-0.8415730884791669,NEE_PI_F,,0.008415730884791668,True
2012-04-10,-2.565874662583333,NEE_PI_F,,0.02565874662583333,True
2012-04-11,-0.8713010077291665,NEE_PI_F,,0.008713010077291665,True
2012-04-12,-0.3773761592708333,NEE_PI_F,,0.003773761592708333,True
2012-04-13,0.1466501445416665,NEE_PI_F,,-0.001466501445416665,True
2012-04-14,-2.05032499275,NEE_PI_F,,0.020503249927499998,True
2012-04-15,-2.40296263175,NEE_PI_F,,0.0240296263175,True
2012-04-16,0.3693366219166667,NEE_PI_F,,-0.003693366219166667,True
2012-04-17,-0.9391506119791664,NEE_PI_F,,0.009391506119791664,True
2012-04-18,-1.2394333880625,NEE_PI_F,,0.012394333880624999,True
2012-04-19,0.0659098274583331,NEE_PI_F,,-0.000659098274583331,True
2012-04-20,-1.3892218310000004,NEE_PI_F,,0.013892218310000004,True
2012-04-21,-2.3636612341250003,NEE_PI_F,,0.023636612341250002,True
2012-04-22,2.6576502999166665,NEE_PI_F,,-0.026576502999166664,True
2012-04-23,-1.4276733740208334,NEE_PI_F,,0.014276733740208334,True
2012-04-24,0.8289201348333334,NEE_PI_F,,-0.008289201348333334,True
2012-04-25,-4.3051718214375,NEE_PI_F,,0.043051718214375,True
2012-04-26,-2.414797992895833,NEE_PI_F,,0.02414797992895833,True
2012-04-27,0.5776771880000003,NEE_PI_F,,-0.005776771880000003,True
2012-04-28,-0.3236019063333333,NEE_PI_F,,0.003236019063333333,True
2012-04-29,-1.835604427520833,NEE_PI_F,,0.01835604427520833,True
2012-04-30,-1.2969635782708335,NEE_PI_F,,0.012969635782708336,True
2012-05-01,-2.9263310878541677,NEE_PI_F,,0.029263310878541678,True
2012-05-02,-3.7255346888333336,NEE_PI_F,,0.03725534688833334,True
2012-05-03,-0.3516255519166669,NEE_PI_F,,0.003516255519166669,True
2012-05-04,-2.6084101066875003,NEE_PI_F,,0.026084101066875004,True
2012-05-05,-3.360127636375,NEE_PI_F,,0.03360127636375,True
2012-05-06,-2.2784521516041667,NEE_PI_F,,0.022784521516041666,True
2012-05-07,-3.0405317196875004,NEE_PI_F,,0.030405317196875004,True
2012-05-08,-4.159040141375001,NEE_PI_F,,0.041590401413750006,True
2012-05-09,-3.2332641757916663,NEE_PI_F,,0.03233264175791666,True
2012-05-10,-3.5874275555416677,NEE_PI_F,,0.035874275555416675,True
2012-05-11,-2.917153607416666,NEE_PI_F,,0.02917153607416666,True
2012-05-12,-4.540083443083334,NEE_PI_F,,0.045400834430833335,True
2012-05-13,-1.870320938041667,NEE_PI_F,,0.01870320938041667,True
2012-05-14,-4.0707645026875,NEE_PI_F,,0.040707645026875,True
2012-05-15,-4.342668561270834,NEE_PI_F,,0.04342668561270834,True
2012-05-16,-4.812424903895834,NEE_PI_F,,0.04812424903895834,True
2012-05-17,-3.0107176088541667,NEE_PI_F,,0.030107176088541666,True
2012-05-18,-4.310893077729166,NEE_PI_F,,0.043108930777291665,True
2012-05-19,-4.213456108479167,NEE_PI_F,,0.04213456108479167,True
2012-05-20,-0.9097915907083336,NEE_PI_F,,0.009097915907083335,True
2012-05-21,-3.7851240802916655,NEE_PI_F,,0.03785124080291666,True
2012-05-22,-4.963363419458334,NEE_PI_F,,0.04963363419458334,True
2012-05-23,-4.744504097645834,NEE_PI_F,,0.04744504097645834,True
2012-05-24,-3.9484737055,NEE_PI_F,,0.039484737055000003,True
2012-05-25,-6.497971110583333,NEE_PI_F,,0.06497971110583334,True
2012-05-26,-4.809696030604167,NEE_PI_F,,0.04809696030604167,True
2012-05-27,-4.124702142395833,NEE_PI_F,,0.04124702142395833,True
2012-05-28,-1.5415310771666666,NEE_PI_F,,0.015415310771666666,True
2012-05-29,-4.9780228819375,NEE_PI_F,,0.049780228819375,True
2012-05-30,-4.556791404166667,NEE_PI_F,,0.04556791404166667,True
2012-05-31,-4.8981965659375,NEE_PI_F,,0.048981965659375,True
2012-06-01,-5.9810215639583335,NEE_PI_F,,0.05981021563958334,True
2012-06-02,-6.0778572570625,NEE_PI_F,,0.060778572570625,True
2012-06-03,-7.0172774363125,NEE_PI_F,,0.070172774363125,True
2012-06-04,-5.924278693979166,NEE_PI_F,,0.05924278693979166,True
2012-06-05,-5.086847218229166,NEE_PI_F,,0.05086847218229166,True
2012-06-06,-5.894461073124998,NEE_PI_F,,0.058944610731249986,True
2012-06-07,-4.6745987570625,NEE_PI_F,,0.046745987570625,True
2012-06-08,-3.495805844979167,NEE_PI_F,,0.03495805844979167,True
2012-06-09,-3.5874697716041664,NEE_PI_F,,0.03587469771604166,True
2012-06-10,-1.4286100608125,NEE_PI_F,,0.014286100608125001,True
2012-06-11,-3.723302417458333,NEE_PI_F,,0.03723302417458333,True
2012-06-12,-2.324733739895833,NEE_PI_F,,0.02324733739895833,True
2012-06-13,-4.727553667229167,NEE_PI_F,,0.047275536672291674,True
2012-06-14,-4.511495301249999,NEE_PI_F,,0.04511495301249999,True
2012-06-15,-3.957321830437501,NEE_PI_F,,0.03957321830437501,True
2012-06-16,-5.887760446874999,NEE_PI_F,,0.05887760446874999,True
2012-06-17,-4.343239449375,NEE_PI_F,,0.04343239449375,True
2012-06-18,-3.0699595551458336,NEE_PI_F,,0.030699595551458337,True
2012-06-19,-4.165692080729166,NEE_PI_F,,0.041656920807291664,True
2012-06-20,-2.223440302770833,NEE_PI_F,,0.02223440302770833,True
2012-06-21,-4.4066095555,NEE_PI_F,,0.044066095555000004,True
2012-06-22,-3.630249305125,NEE_PI_F,,0.03630249305125,True
2012-06-23,-3.5853721857083336,NEE_PI_F,,0.03585372185708333,True
2012-06-24,-2.6572668798333337,NEE_PI_F,,0.026572668798333338,True
2012-06-25,-3.1052462065625,NEE_PI_F,,0.031052462065625,True
2012-06-26,-3.591172458416666,NEE_PI_F,,0.035911724584166665,True
2012-06-27,-0.7765164787083334,NEE_PI_F,,0.007765164787083334,True
2012-06-28,-1.659672706854167,NEE_PI_F,,0.01659672706854167,True
2012-06-29,-2.7731065020416668,NEE_PI_F,,0.027731065020416668,True
2012-06-30,-0.7174312988750002,NEE_PI_F,,0.007174312988750002,True
2012-07-01,-0.6891257613125003,NEE_PI_F,,0.006891257613125003,True
2012-07-02,-2.5243871687916672,NEE_PI_F,,0.025243871687916673,True
2012-07-03,-3.7399841147083337,NEE_PI_F,,0.037399841147083335,True
2012-07-04,-3.1988357936041667,NEE_PI_F,,0.03198835793604167,True
2012-07-05,-1.8224440335625,NEE_PI_F,,0.018224440335625,True
2012-07-06,-0.679891138,NEE_PI_F,,0.00679891138,True
2012-07-07,-0.7802047032708334,NEE_PI_F,,0.007802047032708334,True
2012-07-08,-1.228176264875,NEE_PI_F,,0.012281762648750002,True
2012-07-09,-0.9313373544583337,NEE_PI_F,,0.009313373544583337,True
2012-07-10,1.2104783732708333,NEE_PI_F,,-0.012104783732708332,True
2012-07-11,-1.6909842130833337,NEE_PI_F,,0.01690984213083334,True
2012-07-12,-1.9359575346250004,NEE_PI_F,,0.019359575346250005,True
2012-07-13,-1.2341337677499995,NEE_PI_F,,0.012341337677499994,True
2012-07-14,2.8897639713750003,NEE_PI_F,,-0.028897639713750003,True
2012-07-15,-4.2549370431875,NEE_PI_F,,0.042549370431875,True
2012-07-16,-4.303936666583334,NEE_PI_F,,0.043039366665833335,True
2012-07-17,-2.383236378770833,NEE_PI_F,,0.02383236378770833,True
2012-07-18,-3.1998419221875003,NEE_PI_F,,0.031998419221875005,True
2012-07-19,-0.4294395021458336,NEE_PI_F,,0.004294395021458336,True
2012-07-20,-3.015322889145833,NEE_PI_F,,0.030153228891458328,True
2012-07-21,-4.167881518000001,NEE_PI_F,,0.04167881518000001,True
2012-07-22,-4.4816096980625,NEE_PI_F,,0.044816096980625,True
2012-07-23,-4.081156777291667,NEE_PI_F,,0.04081156777291667,True
2012-07-24,-2.6266569167916667,NEE_PI_F,,0.026266569167916667,True
2012-07-25,-0.8473843130833334,NEE_PI_F,,0.008473843130833334,True
2012-07-26,-2.634342884604167,NEE_PI_F,,0.02634342884604167,True
2012-07-27,-2.651860168666667,NEE_PI_F,,0.02651860168666667,True
2012-07-28,-4.076553004604167,NEE_PI_F,,0.04076553004604167,True
2012-07-29,-3.449930711291666,NEE_PI_F,,0.03449930711291666,True
2012-07-30,-3.4458826222916668,NEE_PI_F,,0.03445882622291667,True
2012-07-31,-5.4600511730833325,NEE_PI_F,,0.05460051173083333,True
2012-08-01,-5.694977076791667,NEE_PI_F,,0.05694977076791667,True
2012-08-02,-5.482663484625,NEE_PI_F,,0.05482663484625,True
2012-08-03,-3.2437836111875007,NEE_PI_F,,0.03243783611187501,True
2012-08-04,-4.834091121,NEE_PI_F,,0.048340911210000004,True
2012-08-05,-5.461581874479168,NEE_PI_F,,0.05461581874479168,True
2012-08-06,-5.7416841560625,NEE_PI_F,,0.057416841560625,True
2012-08-07,0.6095529561666666,NEE_PI_F,,-0.006095529561666666,True
2012-08-08,-4.7451591571666665,NEE_PI_F,,0.04745159157166667,True
2012-08-09,-3.3207289135625,NEE_PI_F,,0.033207289135625005,True
2012-08-10,-3.2698598919375,NEE_PI_F,,0.032698598919375,True
2012-08-11,-5.431213646645834,NEE_PI_F,,0.05431213646645834,True
2012-08-12,-8.515917912208334,NEE_PI_F,,0.08515917912208333,True
2012-08-13,-3.213203471770833,NEE_PI_F,,0.032132034717708334,True
2012-08-14,-3.419655234395833,NEE_PI_F,,0.03419655234395833,True
2012-08-15,-3.930319090270833,NEE_PI_F,,0.039303190902708326,True
2012-08-16,-4.156885613458333,NEE_PI_F,,0.04156885613458333,True
2012-08-17,-1.805920054020833,NEE_PI_F,,0.01805920054020833,True
2012-08-18,-3.8988092508541663,NEE_PI_F,,0.03898809250854166,True
2012-08-19,-6.211418797541666,NEE_PI_F,,0.06211418797541666,True
2012-08-20,-3.3334089514791665,NEE_PI_F,,0.033334089514791665,True
2012-08-21,-3.620051899729166,NEE_PI_F,,0.03620051899729166,True
2012-08-22,-3.8134698533125,NEE_PI_F,,0.038134698533125004,True
2012-08-23,-2.7996216159166667,NEE_PI_F,,0.027996216159166667,True
2012-08-24,-8.378206145,NEE_PI_F,,0.08378206145,True
2012-08-25,-5.979690190708333,NEE_PI_F,,0.05979690190708333,True
2012-08-26,-9.20654155525,NEE_PI_F,,0.0920654155525,True
2012-08-27,-3.778644571895833,NEE_PI_F,,0.037786445718958325,True
2012-08-28,-4.6029268874375004,NEE_PI_F,,0.046029268874375,True
2012-08-29,-2.5923629518958333,NEE_PI_F,,0.025923629518958335,True
2012-08-30,-3.703711176375,NEE_PI_F,,0.03703711176375,True
2012-08-31,-6.47261677125,NEE_PI_F,,0.0647261677125,True
2012-09-01,-3.407826918833333,NEE_PI_F,,0.03407826918833333,True
2012-09-02,-2.296908997708333,NEE_PI_F,,0.02296908997708333,True
2012-09-03,-1.2514035179583334,NEE_PI_F,,0.012514035179583334,True
2012-09-04,-2.095394395270833,NEE_PI_F,,0.02095394395270833,True
2012-09-05,-3.253319877333334,NEE_PI_F,,0.03253319877333334,True
2012-09-06,-2.049370779,NEE_PI_F,,0.020493707790000003,True
2012-09-07,-1.1267489188958335,NEE_PI_F,,0.011267489188958335,True
2012-09-08,0.8214671874374999,NEE_PI_F,,-0.008214671874375,True
2012-09-09,-2.161366962791667,NEE_PI_F,,0.02161366962791667,True
2012-09-10,-6.039841664,NEE_PI_F,,0.06039841664,True
2012-09-11,-4.6741685793125,NEE_PI_F,,0.046741685793125,True
2012-09-12,-4.5846894390625,NEE_PI_F,,0.045846894390625004,True
2012-09-13,-0.6866652869791667,NEE_PI_F,,0.0068666528697916675,True
2012-09-14,-4.433480749958333,NEE_PI_F,,0.04433480749958333,True
2012-09-15,-3.2377433276041665,NEE_PI_F,,0.032377433276041666,True
2012-09-16,-3.7534822976875,NEE_PI_F,,0.037534822976875,True
2012-09-17,-3.0371437311041665,NEE_PI_F,,0.030371437311041666,True
2012-09-18,-2.3693772416875003,NEE_PI_F,,0.023693772416875,True
2012-09-19,-2.721065110958333,NEE_PI_F,,0.02721065110958333,True
2012-09-20,-2.756087173333333,NEE_PI_F,,0.02756087173333333,True
2012-09-21,-2.1311200608750003,NEE_PI_F,,0.021311200608750004,True
2012-09-22,-2.8855926767499995,NEE_PI_F,,0.028855926767499995,True
2012-09-23,-1.2776878315625,NEE_PI_F,,0.012776878315625,True
2012-09-24,0.1869983502708332,NEE_PI_F,,-0.001869983502708332,True
2012-09-25,-2.961758145854167,NEE_PI_F,,0.02961758145854167,True
2012-09-26,-2.7307985125833336,NEE_PI_F,,0.027307985125833337,True
2012-09-27,1.7260815160833332,NEE_PI_F,,-0.01726081516083333,True
2012-09-28,-4.432995091270833,NEE_PI_F,,0.044329950912708325,True
2012-09-29,-2.924731914833333,NEE_PI_F,,0.02924731914833333,True
2012-09-30,-6.094829139791666,NEE_PI_F,,0.06094829139791666,True
2012-10-01,-0.9689031478333332,NEE_PI_F,,0.009689031478333332,True
2012-10-02,-3.2965052506875003,NEE_PI_F,,0.032965052506875,True
2012-10-03,-6.108374020416666,NEE_PI_F,,0.06108374020416666,True
2012-10-04,-3.316953367,NEE_PI_F,,0.03316953367,True
2012-10-05,-3.271659472020833,NEE_PI_F,,0.03271659472020833,True
2012-10-06,-3.75032558575,NEE_PI_F,,0.0375032558575,True
2012-10-07,-0.7090820321874997,NEE_PI_F,,0.0070908203218749966,True
2012-10-08,-3.047274692125,NEE_PI_F,,0.03047274692125,True
2012-10-09,-3.8238673350625,NEE_PI_F,,0.038238673350625,True
2012-10-10,-0.1797034356458331,NEE_PI_F,,0.001797034356458331,True
2012-10-11,-4.477020685604167,NEE_PI_F,,0.04477020685604167,True
2012-10-12,-2.2840702087708333,NEE_PI_F,,0.022840702087708335,True
2012-10-13,-3.0678717624791663,NEE_PI_F,,0.030678717624791664,True
2012-10-14,-4.474722031291667,NEE_PI_F,,0.04474722031291667,True
2012-10-15,-2.325674730625,NEE_PI_F,,0.02325674730625,True
2012-10-16,-1.612763323833333,NEE_PI_F,,0.01612763323833333,True
2012-10-17,-3.1349973439166674,NEE_PI_F,,0.03134997343916667,True
2012-10-18,-3.575164651541666,NEE_PI_F,,0.03575164651541666,True
2012-10-19,-1.9576768606041663,NEE_PI_F,,0.019576768606041663,True
2012-10-20,-2.591254544083333,NEE_PI_F,,0.025912545440833327,True
2012-10-21,-2.7110737722916665,NEE_PI_F,,0.027110737722916663,True
2012-10-22,-3.6748667374791673,NEE_PI_F,,0.036748667374791676,True
2012-10-23,-1.3556714953124998,NEE_PI_F,,0.013556714953124998,True
2012-10-24,-1.4858656605625002,NEE_PI_F,,0.014858656605625003,True
2012-10-25,-2.788567020395833,NEE_PI_F,,0.02788567020395833,True
2012-10-26,-3.2022177681041666,NEE_PI_F,,0.032022177681041666,True
2012-10-27,-4.504073820708334,NEE_PI_F,,0.04504073820708334,True
2012-10-28,-1.837606242875,NEE_PI_F,,0.01837606242875,True
2012-10-29,-4.012670531083334,NEE_PI_F,,0.04012670531083334,True
2012-10-30,-4.849211372604167,NEE_PI_F,,0.04849211372604167,True
2012-10-31,-5.7357634182291655,NEE_PI_F,,0.05735763418229165,True
2012-11-01,-4.6109374621875,NEE_PI_F,,0.046109374621875,True
2012-11-02,-3.2301323221875,NEE_PI_F,,0.032301323221875,True
2012-11-03,-2.9648721684375,NEE_PI_F,,0.029648721684375,True
2012-11-04,-1.9570756044791664,NEE_PI_F,,0.019570756044791665,True
2012-11-05,-4.716717223708333,NEE_PI_F,,0.047167172237083325,True
2012-11-06,-2.5895471279791664,NEE_PI_F,,0.025895471279791665,True
2012-11-07,-1.2968218638125,NEE_PI_F,,0.012968218638124999,True
2012-11-08,-0.3811960391666669,NEE_PI_F,,0.003811960391666669,True
2012-11-09,-3.8240456002083327,NEE_PI_F,,0.038240456002083326,True
2012-11-10,-2.9966511859791667,NEE_PI_F,,0.029966511859791666,True
2012-11-11,-2.921217856875,NEE_PI_F,,0.029212178568749997,True
2012-11-12,-3.630136723520833,NEE_PI_F,,0.036301367235208326,True
2012-11-13,-2.467488447645834,NEE_PI_F,,0.02467488447645834,True
2012-11-14,-3.8191672705,NEE_PI_F,,0.038191672705,True
2012-11-15,-1.000429339875,NEE_PI_F,,0.01000429339875,True
2012-11-16,-0.3085485276041665,NEE_PI_F,,0.003085485276041665,True
2012-11-17,-1.2045209866041668,NEE_PI_F,,0.012045209866041668,True
2012-11-18,-0.8982930905208333,NEE_PI_F,,0.008982930905208332,True
2012-11-19,-1.3676683800833331,NEE_PI_F,,0.013676683800833332,True
2012-11-20,-0.6095043101458333,NEE_PI_F,,0.006095043101458333,True
2012-11-21,1.0704469338958331,NEE_PI_F,,-0.010704469338958331,True
2012-11-22,-2.90438973525,NEE_PI_F,,0.0290438973525,True
2012-11-23,-2.8727182147916666,NEE_PI_F,,0.028727182147916665,True
2012-11-24,-1.6840056877291665,NEE_PI_F,,0.016840056877291665,True
2012-11-25,-3.3020197207916664,NEE_PI_F,,0.033020197207916664,True
2012-11-26,-3.4623232745416668,NEE_PI_F,,0.03462323274541667,True
2012-11-27,0.1199040137083333,NEE_PI_F,,-0.001199040137083333,True
2012-11-28,-2.410876996520833,NEE_PI_F,,0.02410876996520833,True
2012-11-29,-2.959195373645833,NEE_PI_F,,0.029591953736458333,True
2012-11-30,-2.9908624917708337,NEE_PI_F,,0.029908624917708338,True
2012-12-01,-3.098833543625,NEE_PI_F,,0.03098833543625,True
2012-12-02,-1.9287614551875003,NEE_PI_F,,0.019287614551875002,True
2012-12-03,-3.9234117976458336,NEE_PI_F,,0.03923411797645834,True
2012-12-04,-3.8505535139166662,NEE_PI_F,,0.038505535139166665,True
2012-12-05,-2.468904016229167,NEE_PI_F,,0.024689040162291672,True
2012-12-06,-2.6321680879375,NEE_PI_F,,0.026321680879375,True
2012-12-07,-1.4158763110625,NEE_PI_F,,0.014158763110624998,True
2012-12-08,-0.6329449611875004,NEE_PI_F,,0.006329449611875005,True
2012-12-09,-0.8674212088750001,NEE_PI_F,,0.008674212088750001,True
2012-12-10,-0.6469420929999999,NEE_PI_F,,0.00646942093,True
2012-12-11,-2.3453224133541664,NEE_PI_F,,0.023453224133541662,True
2012-12-12,-1.6715832308124998,NEE_PI_F,,0.016715832308124998,True
2012-12-13,-2.475633791604166,NEE_PI_F,,0.02475633791604166,True
2012-12-14,-3.3023368818124994,NEE_PI_F,,0.033023368818124996,True
2012-12-15,-0.9411046241666666,NEE_PI_F,,0.009411046241666667,True
2012-12-16,-2.1201539791875,NEE_PI_F,,0.021201539791875,True
2012-12-17,-2.9220023489583333,NEE_PI_F,,0.029220023489583333,True
2012-12-18,-1.9405684272916663,NEE_PI_F,,0.019405684272916664,True
2012-12-19,-3.5161577081666664,NEE_PI_F,,0.035161577081666666,True
2012-12-20,-3.347362761625,NEE_PI_F,,0.03347362761625,True
2012-12-21,-2.346712961583333,NEE_PI_F,,0.023467129615833332,True
2012-12-22,-0.4263716531874998,NEE_PI_F,,0.004263716531874998,True
2012-12-23,-2.486921863354167,NEE_PI_F,,0.02486921863354167,True
2012-12-24,-2.663732288979167,NEE_PI_F,,0.02663732288979167,True
2012-12-25,-1.1108731040624995,NEE_PI_F,,0.011108731040624995,True
2012-12-26,-3.2198237291250003,NEE_PI_F,,0.03219823729125,True
2012-12-27,-3.047707918520833,NEE_PI_F,,0.030477079185208332,True
2012-12-28,-2.6582520887083336,NEE_PI_F,,0.026582520887083336,True
2012-12-29,-2.9103298581041663,NEE_PI_F,,0.029103298581041662,True
2012-12-30,-3.7383278356875,NEE_PI_F,,0.037383278356875,True
2012-12-31,-2.136197113458333,NEE_PI_F,,0.02136197113458333,True
2013-01-01,-3.614637442770833,NEE_PI_F,,0.03614637442770833,True
2013-01-02,-2.5905825033958334,NEE_PI_F,,0.025905825033958333,True
2013-01-03,-2.682560287833334,NEE_PI_F,,0.02682560287833334,True
2013-01-04,-2.0085069675833336,NEE_PI_F,,0.020085069675833334,True
2013-01-05,-4.0204731420833335,NEE_PI_F,,0.040204731420833334,True
2013-01-06,-4.217803773375,NEE_PI_F,,0.04217803773374999,True
2013-01-07,-3.4678518821041666,NEE_PI_F,,0.034678518821041664,True
2013-01-08,-0.4282169023124997,NEE_PI_F,,0.004282169023124997,True
2013-01-09,-2.338745587145833,NEE_PI_F,,0.02338745587145833,True
