name,rho,abs_rho
over_acen_et,-0.036303976614647106,0.036303976614647106
soil_sr_lf,-0.03542295330775637,0.03542295330775637
tree_rmr_s,0.03154814437534656,0.03154814437534656
c3_gs_b1,-0.027567243986813445,0.027567243986813445
tree_qtc0,-0.027467580173151103,0.027467580173151103
c3_gs_b0,-0.020124382084396583,0.020124382084396583
c3_lr0,0.012785186224055422,0.012785186224055422
over_gss_b2,-0.009623420787258318,0.009623420787258318
c3_rgc,-0.008882435196121531,0.008882435196121531
over_photocap_n0,-0.001811448417323078,0.001811448417323078
