name,rho,abs_rho
tree_pmax,0.653721086286832,0.653721086286832
tree_rmf0,0.6536277055682157,0.6536277055682157
tree_ctmp_lfdsp,0.6200052097126292,0.6200052097126292
c3_topt,-0.5574190590007194,0.5574190590007194
tree_cmpcd0,-0.5519492917494554,0.5519492917494554
tree_rgc,-0.5351993345477158,0.5351993345477158
c3_lc0,0.5070284854007578,0.5070284854007578
tree_qtr0,-0.47499723845170094,0.47499723845170094
over_ke_n,-0.46006872103894875,0.46006872103894875
c3_tmax,0.45202418020862034,0.45202418020862034
c3_f_sz_s,-0.45061613121198585,0.45061613121198585
tree_lue,0.4256109885768026,0.4256109885768026
c3_root_spt_a,0.4210704416647326,0.4210704416647326
over_gss_b1,0.41335505909845077,0.41335505909845077
under_gss_b2,0.4122511548184582,0.4122511548184582
tree_lr0,0.40867834313708556,0.40867834313708556
c3_rgf,-0.38044943809630366,0.38044943809630366
soil_sr_hi,-0.37526699312253425,0.37526699312253425
c3_sla,-0.3713884201354129,0.3713884201354129
c4_cmpcd0,0.36800097962199074,0.36800097962199074
tree_kmci,0.3633613725125517,0.3633613725125517
over_scttr,0.36006307781674995,0.36006307781674995
tree_tmax,0.3596293506508026,0.3596293506508026
over_cv_p,-0.3448590735677554,0.3448590735677554
tree_rgr,-0.3435441086265226,0.3435441086265226
over_acen_ko,-0.3385408334583561,0.3385408334583561
tree_rmc_h,-0.3349051081892905,0.3349051081892905
c3_qtr0,-0.32861312531735404,0.32861312531735404
over_rfl_d,0.3283222391615411,0.3283222391615411
over_gss_b0,-0.3265641270845034,0.3265641270845034
c3_cmpcd0,0.32522290527497544,0.32522290527497544
tree_dcd,-0.32210982129717397,0.32210982129717397
tree_sla,0.31624643081724396,0.31624643081724396
over_nc_ct,-0.31623717438526666,0.31623717438526666
c3_albedo,-0.3147905747258017,0.3147905747258017
c3_lf0,0.31161344123296936,0.31161344123296936
c3_f_sz_r,-0.31134305470179985,0.31134305470179985
c3_qtc0,0.3105182269734183,0.3105182269734183
c3_rgr,0.3085070881643976,0.3085070881643976
tree_root_spt_a,0.3056668901403813,0.3056668901403813
tree_qtf0,0.2944890948569379,0.2944890948569379
c3_lue,0.28785642815850204,0.28785642815850204
tree_ctmp_lfshd,0.28076788331449964,0.28076788331449964
c3_alloc_abg,0.2784220258171582,0.2784220258171582
under_gss_b0,-0.26229361602704504,0.26229361602704504
tree_gs_b2,-0.25791655313756456,0.25791655313756456
tree_qtc0,-0.24950271448526143,0.24950271448526143
soil_f_hm_p,0.24880233084049388,0.24880233084049388
c3_tmin,0.24756458942970483,0.24756458942970483
soil_kmsl,-0.2367429335788511,0.2367429335788511
