param_name,true,prior,estimated,abs_err,rel_err_pct
tree_alloc_ass,0.0865034792983441,0.2623450692891942,0.010000014,0.07650346555202289,-88.43975545557896
tree_alloc_abg,0.1930302750947793,0.5000067449518385,0.26203638,0.06900610805722876,35.748852361810215
tree_sla,189.46514433853972,174.9913717668777,200.71468,11.249531564780597,5.937520383527501
tree_lue,0.0530667205414982,0.05000691973287948,0.035351675,0.017715045537731185,-33.38258960976873
tree_pmax,11.418093829566244,19.0011720912785,19.053158,7.63506397683024,66.8681138095034
tree_topt,22.925072775538208,22.500278639056837,15.176328,7.748745070154907,-33.800307401523575
tree_tmin,10.867197723076218,7.499126733755644,12.659782,1.7925846865917503,16.495371964984518
tree_tmax,32.04813531838409,37.497662029781985,47.607246,15.55911108054169,48.54919303718854
tree_rmf0,0.9928414616474456,1.0048024949777887,1.4073651,0.41452362204701243,41.751240057922594
tree_qTf0,2.4713966964483003,2.000021452538422,1.8795475,0.5918492196798066,-23.947965153889154
tree_qTc0,2.456809167199226,2.0000529980541044,1.5689516,0.8878575604487375,-36.13864569957215
tree_qTr0,2.215414936406286,2.000050645222689,2.1306007,0.08481424556461103,-3.828368409494957
tree_lf0,0.0954867580837286,0.04999877041430515,0.0026152534,0.09287150464269285,-97.26113495366286
tree_lc0,0.0125216193887324,0.04999030601704858,0.051500767,0.03897914808067373,311.29478440902926
tree_lr0,0.0663087169357218,0.049971131572774004,0.0016311016,0.06467761534234659,-97.54014001664915
c3_alloc_ass,0.4794822921266673,0.2532757022014059,0.3027944,0.1766878952493785,-36.849722742774816
c3_alloc_abg,0.8263460555446963,0.4999509811132826,0.8384602,0.012114151440777321,1.4659901090460372
c3_sla,215.7671086956436,174.98518983917216,265.03403,49.266918403965775,22.833377478983888
c3_lue,0.0410435245150318,0.050004088167497074,0.071129724,0.030086199868322387,73.30315859522152
c3_pmax,16.065053987677253,19.00058834723388,26.918314,10.853259992425286,67.55819184143616
c3_topt,33.420018892209924,22.50064533262673,31.083721,2.3362977313212525,-6.990713377082604
c3_tmin,-1.9355519137089403,7.499907418585361,16.216047,18.151599200696246,-937.7996566319845
c3_tmax,27.79776743308125,37.49993516079836,42.02944,14.231674400414843,51.19718493463678
c3_rmf0,0.5651594541544749,1.0049552866735079,1.8439078,1.2787483789448904,226.26329074827268
c3_qTf0,2.224152434650505,1.9998817150843309,1.8830789,0.34107350188835905,-15.33498768226082
c3_qTc0,2.343277196378526,1.9998502373992249,1.748258,0.5950192017267315,-25.392608379679462
c3_qTr0,2.277648231732498,1.9999870880665103,2.0899634,0.1876847956057892,-8.240288952040077
c3_lf0,0.0130881337883526,0.049994631308997166,0.040343057,0.027254923575872787,208.24148053962824
c3_lc0,0.0003154043180562,0.05001684124879427,0.05706724,0.05675183720163336,17993.36088719023
c3_lr0,0.0720860862891485,0.05001714921994729,0.1,0.027913915200967615,38.72302775462183
soil_sr_lf,1.0413002023863678,1.5046625365896875,3.0,1.9586997976136322,188.10135570173156
soil_sr_lc,2.413936363838708,1.5046410562836554,0.8496965,1.5642398468480465,-64.80037627671962
soil_sr_lr,1.5562992579876849,1.5049176165746543,0.009999986,1.546299272181041,-99.35745096867976
soil_f_co2_lf,0.8125461315496643,0.6000097350521011,0.29999998,0.5125461494310577,-63.0790215508804
soil_f_co2_lc,0.5630457225544061,0.5999036796649979,0.63530326,0.07225753634146792,12.833333679128662
soil_f_co2_lr,0.821402437446471,0.6000378482396479,0.8462647,0.02486228251660272,3.026808952977199
